"Año","precio_de_venta","km_impulsado","combustible","transmission","Dueño"
2014,595000,56600,3,2,1
2013,450000,110000,2,2,1
2017,690000,50000,2,2,1
2019,300000,5000,1,2,1
2014,170000,100000,1,2,2
2012,280000,120000,2,2,1
2009,220000,67580,1,2,2
2009,140000,100000,1,2,3
2004,45000,60000,1,2,1
2014,200000,125000,2,2,2
2008,325000,120000,2,2,2
2010,300000,130000,2,2,2
2009,120000,250000,1,2,2
2016,535000,52600,2,2,1
2014,520000,82000,2,2,1
2017,550000,19890,1,1,1
2015,280000,40000,2,2,1
2013,225000,78000,2,2,1
2015,750000,48238,1,1,1
2016,535000,38365,1,2,1
2016,1250000,23670,2,2,1
2017,650000,49834,1,2,1
2013,295000,57353,1,2,1
2015,480000,68308,2,2,1
2015,575000,63240,2,2,1
2016,509999,60000,2,2,1
2008,69000,100000,1,2,1
2013,200000,60000,1,2,1
2012,449000,90000,2,2,1
2020,426000,1000,2,2,1
2017,650000,6000,1,2,1
2017,260000,50000,2,2,1
2015,295000,90000,2,2,3
2017,260000,30000,1,2,1
2012,120000,140000,2,2,1
2007,155000,65000,1,2,1
2015,450000,38000,2,2,1
2012,320000,80000,2,2,1
2007,123000,50000,1,2,2
2006,80000,110000,1,2,1
2012,220000,90000,1,2,2
2018,650000,37000,2,2,1
2018,285000,30000,1,2,1
2018,725000,26000,1,1,1
2010,97000,128000,1,2,1
2016,625000,30000,1,2,1
2016,550000,23000,1,2,1
2012,130000,120000,2,2,1
2012,240000,40000,1,2,1
2014,600000,27000,2,2,1
2012,350000,65000,2,2,1
2015,245000,32000,1,2,1
2009,199000,52536,1,2,1
2011,330000,100000,2,2,2
2009,150000,80000,1,2,1
2016,927999,90000,2,2,1
2003,70000,60000,1,2,4
2015,399000,55000,2,2,1
2015,350000,90000,2,2,1
2006,125000,50000,2,2,2
2008,150000,90000,1,2,2
2015,250000,25000,1,2,1
2014,675000,61000,2,2,1
2018,950000,30000,2,2,1
2018,409999,45000,3,2,1
2011,225000,60000,2,2,1
2008,350000,75000,1,2,2
2005,51111,140000,1,2,3
2013,290000,56000,2,2,1
2006,310000,62000,5,1,2
2007,212000,58000,2,2,2
2013,900000,49000,2,1,2
2011,221000,56000,2,2,2
2013,675000,73000,2,2,1
2014,421000,69000,2,2,1
2008,350000,10000,1,2,1
2010,140000,110000,3,2,1
2002,90000,116000,2,2,2
2018,830000,40000,2,2,1
2009,180000,30000,1,2,1
2009,210000,109000,2,2,2
2017,700000,90000,2,2,1
2014,45000,7000,1,2,2
2012,125000,120000,2,2,1
2017,530000,64916,1,2,1
2018,800000,37161,2,2,1
2016,580000,15000,1,2,1
2012,1400000,118000,2,1,2
2018,300000,50852,1,2,1
2016,300000,30000,1,2,1
2015,700000,77000,2,2,1
2012,250000,70000,1,2,3
2016,500000,120000,2,2,1
2009,428000,40000,1,1,3
2019,1400000,33000,2,2,1
2013,219000,53500,1,2,3
2017,500000,40000,2,2,1
2014,520000,82000,2,2,1
2016,509999,60000,2,2,1
2019,556000,24000,1,2,1
2014,225000,120000,2,2,1
2013,325000,65000,2,2,1
2013,365000,65000,2,2,1
2015,850000,84000,2,2,1
2013,350000,75000,2,2,1
2007,225000,50000,2,2,1
2011,135000,50000,1,2,1
2007,140000,49000,1,2,1
2016,665000,560000,2,2,1
2015,275000,14365,1,2,1
2017,2750000,41000,2,1,1
2013,484999,65000,2,2,1
2015,565000,65000,2,2,1
2013,425000,61083,2,2,1
2013,925000,75000,2,2,1
2012,565000,72000,2,2,1
2014,525000,65000,2,2,1
2010,409999,60000,1,2,1
2018,570000,5000,1,2,1
2007,160000,80000,1,2,3
2017,749000,51500,2,2,2
2010,300000,120000,2,2,3
2014,550000,79800,2,2,1
2015,550000,97000,2,2,2
2019,1250000,6590,2,2,1
2017,700000,49957,2,2,1
2017,600000,43235,2,2,1
2018,925000,50699,2,2,1
2016,1800000,126000,2,1,1
2015,459999,140730,2,2,2
2015,565000,46000,1,2,1
2013,170000,80000,1,2,3
2001,150000,256000,2,2,1
2008,295000,120000,2,2,1
2018,819999,40000,2,2,1
2019,819999,40000,2,2,1
2015,320000,40000,1,2,1
2015,550000,135000,2,2,2
2015,550000,50000,2,2,1
2017,590000,98000,2,2,1
2014,1050000,70000,2,2,1
2017,950000,50000,2,2,1
2017,1000000,30000,2,2,1
2013,500000,120000,2,2,1
2017,450000,70000,2,2,1
2017,720000,35000,2,2,1
2015,390000,70000,2,2,2
2014,500000,35000,2,2,1
2016,2500000,70000,1,1,2
2017,780000,50000,2,2,1
2015,484999,90000,2,2,2
2012,420000,90000,2,2,2
2015,1225000,70000,2,2,1
2015,350000,50000,2,2,2
2015,350000,120000,2,2,3
2011,800000,230000,2,2,1
2004,125000,70000,1,1,2
2010,75000,100000,2,2,3
2018,509999,15000,1,2,1
2014,215000,80000,2,2,3
2018,465000,25000,2,2,1
2017,625000,52000,1,2,1
2017,490000,66000,2,2,1
2017,880000,64000,2,2,1
2013,290000,49000,1,2,1
2006,115999,100000,2,2,2
2017,685000,72000,2,2,1
2009,300000,50000,1,2,1
2017,680000,44000,2,2,1
2014,480000,101000,2,2,1
2016,630000,55000,2,2,1
2007,190000,115000,1,2,2
2015,500000,100000,2,2,1
2014,850000,52000,2,2,2
2011,350000,105000,2,2,1
2013,425000,170000,2,2,1
2015,495000,105000,2,2,1
2017,890000,60000,2,2,2
2018,1100000,25000,2,1,2
2014,650000,218000,2,2,2
2018,465000,25000,2,2,1
2017,625000,52000,1,2,1
2017,490000,66000,2,2,1
2017,880000,64000,2,2,1
2013,290000,49000,1,2,1
2006,115999,100000,2,2,2
2017,685000,72000,2,2,1
2009,300000,50000,1,2,1
2017,680000,44000,2,2,1
2014,480000,101000,2,2,1
2016,630000,55000,2,2,1
2007,190000,115000,1,2,2
2015,500000,100000,2,2,1
2014,850000,52000,2,2,2
2011,350000,105000,2,2,1
2013,425000,170000,2,2,1
2015,495000,105000,2,2,1
2017,890000,60000,2,2,2
2018,1100000,25000,2,1,2
2014,650000,218000,2,2,2
2009,233000,58000,1,2,3
2015,300000,110000,2,2,2
2020,614000,1000,1,2,1
2010,250000,100000,1,2,2
2010,250000,110000,1,2,2
2011,200000,40000,1,2,1
2013,290000,52000,1,2,1
2013,320000,80000,1,2,2
2006,145000,52000,1,2,2
2005,100000,124000,1,2,2
2010,130000,210000,2,2,2
2006,145000,66000,1,1,2
2008,110000,120000,1,2,3
2019,680000,40000,2,2,1
2004,37500,90000,1,2,2
2011,200000,120000,2,2,2
2012,300000,110000,2,2,1
2005,80000,56580,1,2,1
2015,740000,45000,2,1,1
2015,630000,50000,2,2,1
2005,70000,68500,1,2,1
2019,484999,5007,1,1,1
2013,164000,30000,1,2,1
2008,140000,70000,1,1,1
2011,999000,49600,2,1,1
2005,56000,23000,1,2,2
2006,1050000,30000,2,1,1
2010,190000,38000,1,2,1
2018,3899000,22000,2,1,1
2011,150000,40000,2,2,2
2011,235000,43100,1,2,1
2019,599000,15000,2,2,3
2018,200000,35000,1,2,1
2017,350000,10171,1,2,1
2015,465000,41123,2,2,1
2017,1900000,20118,1,1,1
2019,1000000,15000,2,2,1
2019,2800000,10000,2,1,1
2015,470000,170000,2,2,1
2017,415000,20000,1,2,1
2014,500000,82000,2,2,1
2013,150000,60000,1,2,2
2005,95000,50000,1,2,2
2012,400000,70000,2,2,1
2008,114999,66782,1,2,2
2006,75000,130000,1,2,1
2013,500000,120000,2,2,1
2014,195000,75000,1,2,2
2015,155000,40000,1,2,1
2000,65000,90000,1,2,2
2005,65000,150000,1,2,3
2015,190000,60000,1,2,2
2012,200000,112198,2,2,2
2010,160000,60000,1,2,2
2010,150000,130000,2,2,2
2015,530000,175000,2,2,3
2015,750000,120000,2,2,1
2012,225000,90000,2,2,2
2012,600000,170000,2,2,1
2014,409999,80000,2,2,2
2014,409999,80000,2,2,2
2009,110000,83000,1,2,2
2016,865000,90000,2,2,1
2016,225000,40000,1,2,1
2014,450000,145500,2,2,1
2014,370000,120000,2,2,2
2006,158000,140000,1,2,3
2010,225000,127000,2,2,1
2007,130000,120000,1,2,1
2017,440000,45000,1,2,1
2007,96000,175000,4,2,1
2001,45000,5000,1,2,2
2011,350000,90000,2,2,1
2013,200000,169000,2,2,1
2014,500000,68000,2,2,2
2005,92000,100000,1,2,2
2009,280000,140000,2,2,2
2007,200000,80000,1,2,2
2009,180000,90000,1,2,2
2016,400000,40000,1,2,1
2016,778000,70000,2,2,2
2012,500000,53000,2,2,2
2002,150000,80000,1,2,2
2016,680000,100000,2,2,1
2011,174000,100000,2,2,2
2017,950000,50000,2,2,1
2015,525000,40000,2,2,1
2012,600000,72000,2,2,1
2018,500000,35000,1,2,1
2016,575000,45000,1,2,1
2017,275000,28000,1,2,1
2013,300000,70000,2,2,1
2009,220000,120000,1,2,1
2018,254999,25000,1,2,1
2017,670000,70000,2,2,1
2003,70000,50000,1,2,2
2012,150000,35000,1,2,2
2018,730000,2388,1,2,1
2017,650000,16200,2,2,1
2019,330000,10000,3,2,2
2019,366000,15000,1,2,1
2019,1149000,5000,1,2,1
2016,150000,42000,1,2,1
2011,425000,60000,2,2,2
2012,150000,76000,1,2,1
2019,2100000,5000,1,1,1
2018,925000,28900,1,2,1
2013,425000,86300,1,2,1
2018,675000,23300,1,1,1
2018,819999,32600,2,2,1
2018,390000,10300,1,2,1
2014,1500000,77000,2,2,1
2013,700000,99000,2,2,1
2014,1450000,27800,2,1,2
2015,425000,49800,2,2,1
2013,1090000,151000,2,2,1
2015,600000,54700,2,2,1
2018,850000,64000,1,2,1
2015,525000,63000,2,2,1
2016,1650000,127700,2,1,2
2016,950000,99000,2,2,1
2013,1750000,33900,2,1,2
2018,1590000,25000,1,1,1
2013,1689999,50000,2,1,1
2013,1425000,59000,2,1,1
2011,265000,120000,2,2,1
2011,190000,110000,1,2,3
2013,425000,60000,2,2,1
2015,630000,147000,2,2,2
2017,600000,25000,1,2,3
2019,650000,30000,1,2,1
2016,540000,40000,2,2,1
2015,630000,135000,2,2,1
2018,448000,30000,1,1,1
2017,500000,80000,2,2,1
2016,745000,70000,2,2,1
2019,1025000,9850,2,1,1
2011,235000,60000,1,2,2
2016,630000,70000,2,2,1
2015,1700000,78000,2,2,2
2013,450000,120000,2,2,2
2012,450000,120000,1,2,2
2003,50000,70000,2,2,1
2013,450000,170000,2,2,1
2016,1200000,140000,2,2,1
2015,610000,90000,2,2,1
2016,2500000,30000,1,1,2
2017,484999,10000,1,2,1
2016,275000,49000,1,2,1
2016,315000,32000,1,2,1
2016,275000,38000,1,2,1
2015,475000,78000,2,2,1
2012,290000,28000,1,2,1
2017,280000,32000,1,2,1
2010,225000,44000,4,2,1
2015,455000,42000,1,2,1
2015,351000,45000,1,2,2
2012,535000,12000,1,2,2
2009,175000,55500,1,2,1
2013,525000,61500,1,2,1
2016,600000,150000,2,2,1
2016,565000,72000,1,1,1
2008,120000,68000,1,2,3
2017,725000,110000,2,2,1
2009,185000,77000,1,2,2
2010,200000,100000,2,2,2
2019,615000,10000,1,2,1
2016,270000,100000,1,2,3
2018,610000,35000,1,2,1
2014,625000,70000,2,1,2
2020,400000,5000,1,2,2
2017,866000,37800,1,2,1
2010,700000,114000,1,2,1
2010,300000,48000,1,2,1
2019,1700000,32000,2,2,1
2016,375000,100000,2,2,1
2013,522000,150000,2,2,2
2013,451999,69000,2,2,1
2009,300000,100000,1,2,2
2020,475000,13000,1,2,1
2016,780000,60000,2,2,1
2017,595000,40000,1,2,1
2017,440000,35000,1,2,1
2010,300000,120000,2,2,2
2014,400000,70000,2,2,3
2016,1140000,50000,2,2,1
2017,850000,76139,2,2,1
2012,370000,175000,2,2,4
2018,350000,25000,1,2,1
2015,360000,40000,1,2,2
2008,105000,65000,1,2,4
2013,625000,90000,2,2,2
2009,135000,80000,1,2,2
2015,700000,110000,2,2,2
2019,690000,1303,1,2,1
2018,3975000,31800,2,1,1
2019,5150000,20000,1,1,1
2017,3200000,45000,2,1,1
2017,4100000,17000,1,1,1
2019,4500000,21000,2,1,1
2017,6000000,37000,2,1,1
2018,3790000,29500,2,1,1
2017,2150000,27000,2,1,1
2019,5800000,7500,2,1,1
2018,1864999,50000,1,1,1
2016,2700000,35000,2,1,1
2019,1750000,19000,1,1,1
2017,795000,41000,1,1,1
2013,625000,39000,1,1,1
2018,3400000,22000,2,1,1
2015,2650000,53000,2,1,1
2015,535000,40000,2,2,1
2017,5850000,47000,2,1,1
2010,975000,72200,1,1,2
2016,805000,49900,1,2,1
2017,2625000,9000,2,1,1
2018,811000,11000,1,2,1
2011,375000,49000,1,2,1
2012,550000,95000,1,2,1
2016,645000,11000,1,1,1
2018,2550000,18000,1,1,1
2014,599000,46100,1,2,1
2017,2700000,16000,1,1,1
2017,875000,18000,1,1,1
2019,894999,9654,1,1,1
2011,175000,11000,1,2,1
2012,340000,24300,1,2,1
2016,1525000,42163,2,1,2
2018,1025000,8000,2,1,1
2016,2150000,30000,2,1,1
2016,1900000,41000,1,1,1
2016,2900000,12000,2,1,1
2009,450000,71000,1,1,1
2016,850000,20000,1,2,1
2017,10000000,30000,1,1,1
2011,300000,100000,2,2,2
2018,575000,9500,1,2,1
2011,160000,120000,2,2,1
2015,515000,36600,1,2,1
2015,390000,50000,1,1,2
2016,550000,14000,1,2,2
1999,40000,40000,1,2,2
2010,220000,120000,2,2,1
2015,425000,70000,1,2,1
2019,480000,13000,1,2,1
2014,400000,60000,1,2,2
2014,487000,35000,1,2,1
2016,386000,44000,1,2,2
2005,100000,120000,1,2,2
2010,300000,60000,2,2,1
2000,100000,60000,1,2,1
2014,1750000,30000,2,2,2
2016,450000,15000,1,2,2
2017,490000,90000,2,2,1
2009,345000,47000,1,2,2
2005,85000,90000,1,2,1
2010,215000,120600,1,2,2
2010,320000,100000,1,2,3
2016,459999,60000,1,2,2
2005,65000,86000,1,2,1
2020,720000,5000,1,2,1
2017,800000,37000,2,2,1
2019,520000,14000,1,2,1
2015,580000,70000,2,2,1
2012,235000,120000,2,2,1
2015,600000,50000,1,2,1
2014,290000,60000,1,2,2
2016,360000,50000,3,2,1
2017,550000,50000,1,2,1
2013,375000,70000,1,2,1
2003,40000,90000,1,2,2
2018,420000,35000,1,1,1
2017,550000,20000,1,2,1
2018,270000,20000,1,2,1
2018,700000,7800,1,1,1
2017,500000,20000,1,2,1
2019,1250000,15000,2,2,1
2013,320000,31377,1,2,2
2018,700000,50000,2,2,1
2015,290000,60000,1,2,1
2012,550000,100000,1,1,1
2012,265000,60000,1,2,1
2018,830000,5000,1,1,1
2017,800000,60000,2,2,1
2011,160000,25000,1,2,2
2018,335000,30000,1,2,1
2017,329000,80000,1,2,2
2017,775000,75000,2,2,1
2020,524000,32000,1,2,1
2015,245000,40000,1,2,1
2012,275000,93000,1,2,2
2018,520000,60000,1,2,1
2008,130000,120000,1,2,2
2014,550000,37000,1,2,1
2018,910000,15000,1,2,1
2015,300000,80000,1,2,1
2016,350000,140000,1,2,1
2013,900000,70000,2,2,1
2013,300000,120000,2,2,2
2010,250000,110000,2,2,2
2017,1100000,37000,2,2,1
2016,270000,44000,1,2,1
2015,640000,80000,2,2,1
2015,650000,125000,2,2,1
2017,409999,13500,1,2,1
2011,165000,75000,1,2,1
2007,80000,120000,1,2,2
2012,535000,120000,2,2,1
2013,700000,70000,2,2,1
2013,550000,70000,2,2,1
2019,680000,15000,1,1,1
2009,200000,53000,1,2,2
2014,500000,120000,2,2,2
2016,1000000,70000,2,2,1
2008,110000,120000,1,2,2
2012,320000,100000,1,2,2
2005,75000,110000,2,2,2
2015,350000,100000,1,2,1
2013,170000,162500,2,2,1
2017,800000,39000,2,2,1
2017,500000,75000,2,2,1
2017,1380000,50000,2,1,1
2019,1300000,40000,2,2,1
2013,530000,92500,2,2,1
2012,360000,158000,2,2,1
2012,310000,120000,2,2,1
2015,725000,50000,2,2,2
2012,340000,110000,2,2,1
2017,550000,2000,2,2,2
2011,1150000,181000,2,2,2
2016,380000,70000,2,2,1
2013,350000,90000,1,1,2
2019,610000,2000,1,2,1
2015,525000,20000,1,2,1
2011,480000,120000,2,2,1
2017,780000,35000,2,2,1
2012,320000,193000,2,2,1
2014,375000,80000,1,2,1
2019,300000,40000,1,2,1
2015,500000,70000,2,2,4
2011,404000,122358,2,2,1
2015,500000,75000,2,2,1
2017,350000,120000,2,2,1
2015,380000,40000,1,2,1
2008,114999,95200,1,2,3
2014,335000,33033,1,2,1
2015,465000,63063,1,1,1
2012,290000,60000,2,2,1
2005,110000,45000,1,2,2
2011,450000,80000,2,2,3
2009,400000,170000,2,2,2
2007,210000,207890,2,2,2
2018,4600000,7976,2,1,1
2016,220000,35000,1,2,1
2017,450000,35000,1,2,1
2017,450000,35000,1,2,1
2013,290000,50000,1,1,1
2016,520000,20000,1,2,1
2011,265000,20000,1,1,1
2012,330000,50000,1,2,2
2012,330000,50000,1,2,2
2014,509999,120000,2,2,1
2014,500000,70000,1,2,1
2015,525000,50000,1,2,1
2019,675000,16500,1,2,1
2010,300000,70000,1,2,1
2005,90000,99361,1,2,2
2017,650000,25000,2,2,1
2014,409000,70000,1,2,2
2015,395000,80000,2,2,2
2010,215000,70000,1,2,2
2014,400000,70000,1,2,2
2012,120000,60000,1,2,3
2018,645000,10000,1,1,1
2006,81000,80000,1,2,1
2017,1300000,30000,2,2,1
2017,1250000,33000,2,2,1
2013,535000,90000,1,2,3
2014,555000,80100,2,2,2
2014,725000,120000,1,2,1
1983,300000,10000,2,2,3
2016,229999,40000,1,2,1
2013,800000,160000,2,2,2
2017,409999,47000,1,2,1
2018,1210000,25000,2,2,1
2017,400000,26000,1,2,1
2018,520000,29000,2,2,1
2016,650000,50000,1,1,1
2011,325000,58000,1,2,3
2012,420000,120000,1,1,1
2014,400000,50000,1,2,1
2010,254999,80000,1,2,4
2003,65000,60000,1,2,4
2017,351000,36000,1,2,1
2007,404000,120000,2,2,3
2011,185000,185000,2,2,3
2011,250000,50000,2,2,1
2002,60000,100000,1,2,4
2013,500000,50000,1,2,2
2007,85000,80000,1,2,2
2005,85000,60000,1,2,2
2005,85000,80000,1,2,4
2011,265000,90000,2,2,4
2010,130000,162000,1,2,2
2013,480000,110000,2,2,3
2008,170000,120000,2,2,3
2011,275000,45000,2,2,1
2005,89000,90000,1,2,2
2010,170000,90000,2,2,2
2019,1090000,16500,1,2,1
2017,1100000,67000,2,1,1
2018,610000,52000,1,2,1
2016,335000,40000,1,2,1
2015,434999,40000,1,2,1
2018,3000000,35000,2,2,1
2018,390000,13000,1,2,1
2012,325000,40000,1,2,1
2019,640000,10000,1,2,1
2012,450000,9000,1,2,1
2013,400000,70000,2,2,2
2009,215000,60000,1,2,1
2014,570000,40000,2,2,1
2012,680000,93000,2,2,1
2008,325000,80000,2,2,4
2011,150000,50000,1,2,2
2013,690000,68000,1,1,1
2013,1550000,25000,2,1,1
2012,64000,18000,1,2,1
2013,250000,120000,2,2,1
2005,65000,35000,1,2,1
2016,550000,60000,2,2,2
2010,140000,70000,1,2,4
2016,300000,30000,1,2,1
2016,800000,70000,1,1,1
2017,2625000,9000,2,1,1
2019,5150000,20000,1,1,1
2017,3200000,45000,2,1,1
2015,503000,110000,2,2,1
2019,3800000,20000,2,1,1
2016,2000000,68089,1,1,1
2013,225000,58343,1,2,1
2018,740000,38817,2,2,1
2016,550000,56494,1,2,1
2013,750000,79328,2,2,2
2019,650000,5621,1,1,1
2017,625000,25538,1,2,1
2018,600000,69779,1,1,1
2017,450000,56290,2,2,1
2019,5400000,7500,2,1,1
2019,5500000,8500,2,1,1
2019,779000,7032,1,1,1
2016,645000,11000,1,1,1
2018,2475000,2000,2,1,1
2010,150000,106000,1,2,3
2012,265000,162000,2,2,3
2009,500000,120000,1,1,2
2015,480000,90000,2,2,1
2014,535000,70000,2,2,3
2005,250000,240000,2,2,3
2012,300000,100000,2,2,2
2009,340000,214000,1,2,2
2009,340000,214000,2,2,2
2016,240000,50000,1,2,1
2018,1085000,1000,1,1,1
2017,750000,19000,2,1,1
2012,95000,265000,2,2,2
2020,409999,35000,3,2,1
2014,215000,80000,1,2,2
2016,1290000,50000,2,1,1
2010,150000,80000,1,2,1
2013,219000,50000,1,2,2
2018,325000,100000,1,2,1
2013,260000,120000,1,2,2
2017,2625000,9000,2,1,1
2019,5150000,20000,1,1,1
2017,3200000,45000,2,1,1
2015,503000,110000,2,2,1
2019,3800000,20000,2,1,1
2016,2000000,68089,1,1,1
2013,225000,58343,1,2,1
2018,740000,38817,2,2,1
2016,550000,56494,1,2,1
2013,750000,79328,2,2,2
2019,650000,5621,1,1,1
2017,625000,25538,1,2,1
2018,600000,69779,1,1,1
2017,450000,56290,2,2,1
2019,5400000,7500,2,1,1
2019,5500000,8500,2,1,1
2019,779000,7032,1,1,1
2016,645000,11000,1,1,1
2018,2475000,2000,2,1,1
2019,700000,40000,2,1,1
2017,950000,45000,2,2,1
2010,160000,80000,1,2,2
2015,409999,135000,2,2,2
2015,840000,120000,2,2,2
2013,450000,67000,2,2,1
2017,900000,50000,2,2,1
2008,570000,134000,2,2,2
2011,254999,110000,2,2,2
2009,130000,40000,1,2,1
2013,530000,120000,2,2,2
2015,520000,110000,2,2,2
2011,229999,170000,2,2,2
2004,81000,80000,1,2,2
2016,600000,47000,2,2,1
2015,409999,93000,1,2,1
2010,120000,70000,1,2,2
2014,320000,50000,1,2,1
2015,292000,70000,2,2,1
2012,390000,80000,2,2,1
2016,550000,44000,1,2,1
2014,385000,25000,1,2,1
2016,800000,25000,1,2,1
2019,675000,10000,1,2,1
2018,1525000,50000,2,2,1
2018,950000,30000,2,2,1
2015,610000,50000,2,2,2
2012,525000,120000,2,2,1
2019,700000,40000,2,1,1
2015,375000,80000,2,2,1
2015,580000,90000,2,2,1
2015,434999,50000,1,2,2
2020,350000,2136,1,2,1
2012,730000,250000,2,2,1
2015,600000,35000,1,2,1
2015,1050000,120000,2,2,1
2017,735000,70000,2,2,1
2018,1050000,18000,2,2,1
2016,420000,110000,2,2,2
2017,800000,60000,2,2,1
2015,2000000,60000,2,1,1
2016,600000,147000,2,2,2
2015,1900000,130000,2,1,1
2011,500000,99500,2,2,3
2011,200000,110000,2,2,2
2016,370000,35000,1,2,1
2010,260000,110000,2,2,2
2016,280000,100000,2,2,1
2014,610000,21000,1,2,1
2013,300000,60000,2,2,2
2010,140000,40000,2,2,1
2008,229999,50000,1,2,1
2010,200000,65000,1,2,2
2011,200000,80000,1,2,1
2015,560000,119000,2,2,1
2016,750000,80000,2,2,1
2017,585000,90000,2,2,1
2016,760000,20000,1,2,1
2014,430000,80000,2,2,2
2020,480000,44665,2,2,1
2019,643000,10000,2,2,1
2018,500000,60000,1,2,1
2016,425000,22000,1,2,1
2014,250000,25000,1,2,1
2016,285000,70000,2,2,1
2008,160000,123000,1,2,3
2011,250000,70000,2,2,2
2013,170000,70000,1,2,2
2013,409999,45000,2,2,1
2015,400000,40000,1,1,1
2019,700000,30000,2,2,1
2007,350000,90000,1,1,1
2016,660000,34000,1,2,2
2017,268000,25000,1,2,1
2016,270000,50000,1,2,1
2013,300000,50000,2,2,1
2017,450000,90000,1,2,1
2012,220000,70000,2,2,2
2009,250000,146000,2,2,2
2012,300000,85000,1,2,2
2009,88000,201850,2,2,2
2016,561000,30000,2,2,1
2018,755000,15000,2,2,1
2017,235000,25000,1,2,1
2011,165000,90000,1,2,1
2008,190000,80000,2,2,2
2011,110000,50000,2,2,1
2012,320000,80000,2,2,2
2010,330000,110000,2,2,2
2016,540000,38000,1,2,1
2013,180000,60000,1,2,1
2016,270000,100000,1,2,3
2012,450000,30000,1,2,1
2014,450000,30000,1,2,1
2015,200000,50000,1,2,1
2017,425000,42000,1,2,1
2016,400000,30000,1,2,1
2009,125000,60000,1,2,3
2018,1600000,14000,2,2,1
2015,900000,22000,1,2,1
2012,450000,90000,2,2,1
2011,210000,46000,1,2,1
2018,801000,20000,1,2,1
2014,317000,15000,2,2,1
2015,600000,40000,1,2,2
2014,330000,30000,1,2,2
2017,320000,15000,1,2,2
2010,160000,50000,1,2,1
2007,120000,110000,1,2,2
2009,130000,70000,1,2,2
2015,220000,80000,1,2,1
2008,229999,50000,2,2,3
2015,340000,110000,1,2,1
2013,200000,70000,2,2,2
2002,140000,50000,1,2,2
2013,1000000,190000,2,2,1
2010,495000,100000,2,2,2
2015,236000,60000,1,2,1
2015,390000,40000,1,2,1
2009,275000,90000,2,2,2
2015,503000,110000,2,2,1
2017,775000,32000,2,2,1
2016,1800000,30000,2,1,1
2016,850000,58000,2,2,1
2018,750000,5000,2,2,1
2018,570000,25000,1,2,1
2018,580000,32000,1,2,1
2016,484999,30000,1,2,1
2017,700000,43000,1,2,1
2012,415000,60000,1,2,1
2015,325000,50000,1,1,1
2018,550000,14200,1,2,1
2017,300000,10000,1,2,1
2018,217000,25000,1,2,1
2018,700000,19100,1,2,1
2019,466000,25000,1,1,4
2014,484999,54000,2,2,1
2018,670000,35000,2,2,1
2018,500000,20000,1,2,2
2016,675000,52000,2,2,1
2011,220000,120000,2,2,2
2017,1650000,50000,2,2,1
2013,630000,120000,2,2,2
2010,250000,90000,2,2,2
2004,120000,120000,1,2,3
2015,300000,101500,2,2,2
2013,525000,75000,2,1,1
2011,204999,97500,1,2,1
2011,204999,97500,1,2,1
2016,1100000,100000,2,2,1
2012,480000,55735,2,2,2
2014,605000,80000,2,2,2
2016,250000,50000,1,2,2
2013,245000,70000,2,2,2
2012,210000,76000,1,2,4
2020,730000,1500,1,2,1
2012,500000,76000,2,2,1
2015,400000,40000,1,2,1
2015,280000,60000,1,2,2
2009,561000,170000,2,2,3
2013,950000,181491,2,2,1
2016,375000,53319,2,2,1
2017,700000,40906,2,2,1
2012,375000,31711,1,2,2
2012,270000,43755,1,2,2
2016,300000,66693,1,2,1
2010,225000,59549,1,2,1
2015,1350000,94385,2,2,1
